"","IH00C1_hpfc","T00C1_hpfc","TF00C1_hpfc","TY00Y_hpfc"
"2021-01-06",142.651821394277,0.636389141513433,0.400434361197264,0.643412221871559
"2021-01-07",224.7883789449,0.660361027049689,0.432361640158417,0.334083144430746
"2021-01-08",194.803400610881,0.479085131289989,0.359108175693238,0.0718674428065752
"2021-01-11",174.498345602699,0.377561584914493,0.310675527969392,-0.143246454656914
"2021-01-12",317.274592606787,0.510790320569107,0.472065108714237,0.0168298506772052
"2021-01-13",275.333448178993,0.588771114831031,0.58827820123408,0.458284816658508
"2021-01-14",209.276087726779,0.751503533136567,0.579315893702049,0.243706894179516
"2021-01-15",210.303572845573,0.473986897548821,0.355179031121821,0.669884344696362
"2021-01-18",245.216878624878,0.38122021948868,0.245868219030061,0.674305328926566
"2021-01-19",202.216893222718,0.418202314450364,0.271383916147496,0.803857730684345
"2021-01-20",200.704403434682,0.529931840346903,0.401726479562165,0.933529155053023
"2021-01-21",239.280112467558,0.746407282223201,0.541896154183255,0.844606874833803
"2021-01-22",231.744640565456,0.912626906071934,0.591893018862355,1.03697777694413
"2021-01-25",276.498509063597,0.898588669350565,0.516716928453025,1.47952839917526
"2021-01-26",192.342143503044,0.489290152273239,0.216367493143923,1.50014485067345
"2021-01-27",193.875855131632,0.534728563614327,0.285844109533939,1.66151262900715
"2021-01-28",124.299875691025,0.244900909894748,0.0601460847837725,1.49471661164549
"2021-01-29",101.01435678207,0.309803976600601,0.0892726078981013,1.48424098925512
"2021-02-01",121.819398624959,0.369434447985063,0.183222843019899,1.48946933464682
"2021-02-02",136.915059684685,0.313788880241802,0.161995917390093,1.36958460710592
"2021-02-03",151.901348071145,-0.027136323145955,-0.0794091174872964,1.17156915023093
"2021-02-04",170.178215299173,-0.208344888401021,-0.165993277071087,1.27040474148931
"2021-02-05",219.345550093268,-0.20484053053107,-0.177757543994707,1.22847267406886
"2021-02-08",246.803170833457,-0.166626878421024,-0.164702832277986,1.18655371602314
"2021-02-09",317.950805230775,-0.11870747628413,-0.101829982461889,1.33192812760434
"2021-02-10",398.188078978193,-0.306085799455728,-0.214139767006034,1.64907567859138
"2021-02-18",382.714486340416,-0.683765274203004,-0.341632916277942,0.782689321044734
"2021-02-19",379.729356987267,-0.771749200269547,-0.0943100721281898,0.520234194738199
"2021-02-22",253.831862389546,-0.850040594756979,-0.352171735189936,0.41367128998906
"2021-02-23",264.62101705329,-0.818642155756689,-0.280218367112388,0.681876430316992
"2021-02-24",176.495730560798,-0.747556229989166,-0.233450283971065,0.434025268248377
"2021-02-25",231.454803110578,-0.816784825779909,-0.236867686011101,-1.20480682555166
"2021-02-26",134.096961945145,-1.03632964244498,-0.370470676978053,-1.56284465982662
"2021-03-01",162.020838632493,-0.666192041674704,-0.274259262705697,-1.24931254530169
"2021-03-02",89.6250093107378,-0.61637295678184,-0.268233295890888,-0.920734146684352
"2021-03-03",190.50798314482,-0.666873045702817,-0.317392515861929,-1.63943261226633
"2021-03-04",87.0682322522587,-0.792692711589969,-0.396736551070722,-2.24933070974455
"2021-03-05",72.3041500023758,-0.453832081937222,-0.1962648987719,-2.25025052914147
"2021-03-08",-62.985906226038,-0.3502909565706,-0.150976892224778,-2.57991323069569
"2021-03-09",-105.603608941811,-0.442068947720343,-0.245871783561278,-1.9883390444845
"2021-03-10",-87.5506046180169,-0.344165522821274,-0.18594876250511,-1.81914713414962
"2021-03-11",9.57150392463557,-0.561579966573938,-0.281206917146387,-1.80675584143813
"2021-03-12",5.96115005549152,-0.644311421415459,-0.341645258711592,-2.42008275612897
"2021-03-15",-46.5832368128895,-0.797358797648087,-0.437262682187695,-2.28394472116638
"2021-03-16",-21.6632297318144,-0.745720739241355,-0.408057941339152,-2.27355757912574
"2021-03-17",-32.2803824969889,-0.659395560568333,-0.344029609183239,-2.18563622849292
"2021-03-18",-3.03623994958651,-0.773381267752325,-0.410176090063765,-2.73899462795624
"2021-03-19",-93.1323335872396,-0.512675594347285,-0.241495646114859,-2.84004583274935
"2021-03-22",-93.5701936525882,-0.467275954224783,-0.182986369921628,-2.56670176591836
"2021-03-23",-100.95131189094,-0.37717954933554,-0.164646254243676,-1.95037317654672
"2021-03-24",-138.477141369479,-0.0873833884767986,-0.0314732162022862,-1.81906975274629
"2021-03-25",-142.949093426423,-0.0478843245351829,-0.00346510486022023,-1.93860037642384
"2021-03-26",-80.9685221588111,-0.188679174277938,-0.100619756269747,-2.24627317755534
"2021-03-29",-78.5367225744088,-0.219764734676595,-0.122935005051736,-2.44539548477682
"2021-03-30",-37.0549562118303,-0.32113772471164,-0.210408644234893,-2.48897369820669
"2021-03-31",-68.9244521458606,-0.177794772521937,-0.083038416031038,-2.81461320713474
"2021-04-01",-16.5464241341099,-0.274732373499498,-0.140821975677703,-2.26601837200771
"2021-04-02",16.4779425562231,-0.261946949544314,-0.128756944087477,-2.70249238982639
"2021-04-06",-13.6525305021957,-0.354434808992957,-0.18684088396333,-1.96845490847424
"2021-04-07",-42.7390285481277,-0.517192151903485,-0.330071304784693,-1.96984469497889
"2021-04-08",-17.7827311770307,-0.610215031825183,-0.36844563879911,-1.51880620920105
"2021-04-09",-70.584800317555,-0.533499288520185,-0.311961181815594,-1.771737965663
"2021-04-12",-93.5463905478058,-0.292040509512609,-0.160615077342314,-1.83783785107521
"2021-04-13",-106.268627269033,0.0391659382004642,0.095595660064474,-1.38910301978366
"2021-04-14",-100.752597214084,0.010124808339557,0.0816740822401605,-1.53492986644261
"2021-04-15",-133.199343188694,-0.0941591615636575,0.0126232015049924,-1.05651421150855
"2021-04-16",-122.409866351333,-0.0236812381636902,0.0334459964185021,-1.11005124096138
"2021-04-19",-57.3851128014512,0.041563350807091,0.0641454403220632,-1.21123570405917
"2021-04-20",-64.3259780390455,0.0415793874054091,0.0897244927320516,-0.797561891208712
"2021-04-21",-60.2333338435121,0.11637163650691,0.155186086649581,-0.790823592143389
"2021-04-22",-81.3080254044005,0.015944845800079,0.100533117987319,-0.691114266913487
"2021-04-23",-39.1508730132712,0.0303037148703875,0.105768418510226,-0.857727048675221
"2021-04-26",-98.1626633521956,-0.225547063288092,-0.0341052215732086,-0.915654784907893
"2021-04-27",-82.7441669198437,-0.336602808207232,-0.0690850557746977,-1.25558996853838
"2021-04-28",-79.6961136384284,-0.292858746187006,0.000831676491512556,-1.08052471400095
"2021-04-29",-25.8191992269686,-0.314309964389299,0.0106477643685973,-1.26565061671698
"2021-04-30",-58.9140864613835,0.0490485710795234,0.170365996655488,-1.12325882546327
"2021-05-06",-93.1814274449264,0.0922220240372678,0.209989157750006,-0.575920852003033
"2021-05-07",-137.62184992817,-0.0547844619739273,0.189519961627411,-0.4211920244826
"2021-05-10",-133.235943144221,-0.0269657815321178,0.24896103546201,-0.532683879372982
"2021-05-11",-97.0242394388856,0.175683193429798,0.388314928088064,-0.660385271830378
"2021-05-12",-80.787216083522,0.203167602125734,0.317584085429474,-1.17928483682187
"2021-05-13",-110.725310243582,0.230492511149412,0.271770792896149,-0.870770936335412
"2021-05-14",-13.0389256903419,0.262662903112527,0.275877204621758,-0.640831444893093
"2021-05-17",21.4715795742654,0.164683665351303,0.209905362400582,-0.802153877073254
"2021-05-18",20.0058529381429,0.0965595766272642,0.183857193990575,-0.635825482560658
"2021-05-19",-1.83646708632645,0.368295347628336,0.312734540383283,-0.970133179461993
"2021-05-20",10.1442497436087,0.264895649128978,0.441539166570872,-0.523663623060733
"2021-05-21",-46.0523655700969,0.431364999664637,0.170272708273593,-0.530803067623313
"2021-05-24",-24.0266862188293,0.287707808273827,0.0689366186975694,-0.38223755095829
"2021-05-25",139.020933642271,0.243928305686169,0.0775322806647634,-0.0309528914591163
"2021-05-26",152.090149789759,0.325030603704128,0.0860610485015444,-0.148934749516617
"2021-05-27",168.780560534521,0.10601871330049,-0.020475755514573,-0.34556877272869
"2021-05-28",159.091701319479,-0.00810348890701983,-0.0820768446800771,-1.18314054712978
"2021-05-31",153.623037820421,0.0876678298754832,-0.0387409238276864,-1.14623551590941
"2021-06-01",152.37396995105,0.0933365057920816,-0.0304666638628305,-1.15653863319484
"2021-06-02",129.743834123509,-0.131093661252168,-0.172252719677043,-1.02663437930514
"2021-06-03",100.931903764614,-0.0556189099331873,-0.114097733568144,-1.38150675649329
"2021-06-04",126.737398670356,-0.350235424738447,-0.301000276631583,-0.767939342642755
"2021-06-07",120.759496915531,-0.574939367164822,-0.432958872799332,-0.857815144577706
"2021-06-08",103.397324186756,-0.549726753935586,-0.419971921581996,-0.573116851686234
"2021-06-09",116.849956253534,-0.659593364117566,-0.447037643522488,-0.241826798771371
"2021-06-10",138.916426145096,-0.569534749542615,-0.384154085564142,0.167372916268085
"2021-06-11",108.795718589572,-0.779546189392935,-0.501319109862848,-0.0487997045063897
"2021-06-15",65.4867608926376,-0.729622727427994,-0.473530419780672,-0.387990201815093
"2021-06-16",34.7884353882034,-0.739759085174501,-0.475785511454646,-1.29237199805089
"2021-06-17",26.0995973405591,-0.854949682562247,-0.558081685283184,-0.931253829294862
"2021-06-18",0.419087633889492,-0.540188633734495,-0.415416044994281,-0.554716873702641
"2021-06-21",-33.6542636361712,-0.28546969943262,-0.247785463627268,-0.787741924487978
"2021-06-22",-7.92162654722139,-0.280786417105676,-0.260186642505269,-0.567709545565912
"2021-06-23",1.8158427344749,-0.276132206201138,-0.227616180526829,-0.785399975231109
"2021-06-24",30.5569913171269,-0.306500370100591,-0.220070569039769,-0.831193217109874
"2021-06-25",87.3006655583554,-0.366884098043736,-0.222546205304594,-1.00216895017585
"2021-06-28",71.8456991847383,-0.507276452575267,-0.320039395613393,-0.688806509820714
"2021-06-29",43.9908898362779,-0.372670344584831,-0.247546354266676,-0.656784817179831
"2021-06-30",61.7350054548469,-0.293058475274281,-0.185063163273524,-0.609082508663651
"2021-07-01",55.4767957982575,-0.41843339179865,-0.287585802317318,-0.561377949194173
"2021-07-02",-31.1850148944471,-0.383787520174285,-0.260110174583728,-0.169949251923132
"2021-07-05",-22.2517253161093,-0.37911311345414,-0.262632064382078,-0.247174297951315
"2021-07-06",-5.72462126891984,-0.514402266048595,-0.32014714850254,0.425669101870815
"2021-07-07",10.1950206428515,-0.139646915658112,-0.137650995173793,0.629803238864599
"2021-07-08",-37.4940738186798,0.230161212650112,0.0598609597114467,0.880950228396934
"2021-07-09",-46.3931831056128,0.150030451533328,-0.0226066628401398,0.460331925499546
"2021-07-12",-15.7035701715355,0.494969038509355,0.254950733434017,0.477369821054333
"2021-07-13",1.17352120705261,0.529985149079375,0.297537754141096,0.0571852156605948
"2021-07-14",-49.1631462551483,0.690086754144473,0.380158899502293,0.574599212592842
"2021-07-15",26.4851896715417,0.305281605531134,0.207818546748033,0.857832891486286
"2021-07-16",-1.8826884611844,0.435577169811574,0.295520915966644,0.922607094461491
"2021-07-19",7.13199095045844,0.380980787366848,0.293270141342654,1.65954230904397
"2021-07-20",-1.87199971150265,0.526499618528476,0.366070234903979,1.61545864139127
"2021-07-21",10.3041089868703,0.6721406661452,0.453925087452655,1.11857551167194
"2021-07-22",20.2590872533498,0.557910715432007,0.376838438471857,1.21581167229095
"2021-07-23",-15.2082989636519,0.683816273768515,0.499813839810424,1.28208541327669
"2021-07-26",-140.699292089965,0.859863617915457,0.592854687547467,1.19241452209155
"2021-07-27",-241.215128264919,0.511058741972574,0.305964171158972,1.49381625623462
"2021-07-28",-207.15698546846,0.622407284606335,0.324145235058771,1.57680738030922
"2021-07-29",-181.725941971809,0.728914673231388,0.417400697187119,1.31650404143539
"2021-07-30",-228.322990415959,1.2105860779848,0.680733241496001,1.6816217349433
"2021-08-02",-149.149048323609,1.33242636769984,0.764145379400671,2.06277541197455
"2021-08-03",-126.804938837889,1.14943991080115,0.677639340928569,2.14747932855498
"2021-08-04",-132.091423449791,1.10163052494311,0.626217040240144,1.93584688804237
"2021-08-05",-139.209211234214,1.33400155264704,0.744880111387169,1.56839060611225
"2021-08-06",-147.358956664738,1.25155588106507,0.68362992956829,1.10762219824028
"2021-08-09",-119.141256671453,0.689295845926231,0.352467562078514,0.897452731591897
"2021-08-10",-51.1566472722928,0.657223265616771,0.361393793628145,0.672092815486003
"2021-08-11",-85.2056152368597,0.515339673595946,0.315409263231215,0.791052688269621
"2021-08-12",-109.888626188671,0.708646331653346,0.414514460516277,0.707342310474989
"2021-08-13",-108.40611053076,0.577144288557619,0.378709744734205,1.29607131564426
"2021-08-16",-97.1584532425205,0.47083430015178,0.312995303792607,1.43224904493242
"2021-08-17",-175.14599449267,0.57471688371023,0.372371169055321,1.4439843037516
"2021-08-18",-128.369034288473,0.938792361883896,0.566837242506782,1.48758530548008
"2021-08-19",-171.027800238938,0.748060819758621,0.321393272208026,1.54735966660974
"2021-08-20",-246.722466890542,0.597521954361396,0.226038771912175,1.42011438872526
"2021-08-23",-213.653138093511,0.432175153500751,0.135773122521655,1.49665583379495
"2021-08-24",-163.019815713201,0.567019557993792,0.200595611503477,1.21448977677019
"2021-08-25",-154.822413299204,0.672054130013687,0.275505470201415,0.917221373942639
"2021-08-26",-217.460777015359,0.272277597350327,0.0955018470411852,0.823655279584265
"2021-08-27",-182.534689028018,0.427688409993884,0.220583776565349,1.23069576882458
"2021-08-30",-188.843841614176,0.613284905385699,0.310750253840214,1.51334677632664
"2021-08-31",-196.387851598094,0.494065244177653,0.296000182751406,0.765411728034769
"2021-09-01",-119.766257743753,0.945027333514907,0.51633233873286,0.893093424333649
"2021-09-02",-120.37851763623,0.811168876315627,0.426745374864125,0.990094349217792
"2021-09-03",-109.624039354024,0.732487184861568,0.372237730793507,0.806516617515726
"2021-09-06",-75.1021812160981,0.643979236129946,0.327807669770075,0.701661934790851
"2021-09-07",-33.0122562271799,0.390641704317228,0.188453301174735,0.456831673220294
"2021-09-08",-67.5535463477108,0.377470997425105,0.174172598885952,0.696926914946661
"2021-09-09",-73.1253198922897,0.284463361978926,0.134963458883151,0.984548553276504
"2021-09-10",-18.1268172515892,0.376614888473388,0.150823705149791,0.679097193434552
"2021-09-13",-29.3572485891589,-0.0110784501830469,-0.0832488941192666,0.827373033669489
"2021-09-14",-81.4158165757184,0.0213791632409296,-0.0622566330734494,1.13257599152289
"2021-09-15",-118.701711746832,-0.16601644944378,-0.121201771450463,1.0164056425316
"2021-09-16",-138.414090984037,-0.0332694752633794,-0.0800865432536122,0.68226109407066
"2021-09-17",-96.5520621024027,0.114615967379594,0.0210868676135994,0.489241033374878
"2021-09-22",-138.114675702172,0.287635773835425,0.157316310352407,0.929710646496053
"2021-09-23",-132.900942472753,0.390785792076499,0.218599625447395,-0.0420301146270174
"2021-09-24",-104.909816012619,0.204061751178265,0.129934588355112,-0.106957411819007
"2021-09-27",-45.7401949842954,0.0874592186814812,0.0713188841717299,-0.436774150064624
"2021-09-28",-43.1909346847943,-0.0140263222247198,-0.0172498557164202,-0.687983190134374
"2021-09-29",-36.2608715039188,0.204600575497189,0.109225970596866,-0.469787212254058
"2021-09-30",-59.9488239782037,0.108335364682575,0.0757439721479128,-0.172888612267209
"2021-10-08",9.74640434468483,-0.257826586407297,-0.107698287176314,-0.847563728880167
"2021-10-11",23.6260346974724,-0.698889954292176,-0.336103274798561,-0.999606970490668
"2021-10-12",11.4912842841606,-0.679859308916839,-0.279473413623321,-0.666663693418015
"2021-10-13",47.7433605426753,-0.670738931333065,-0.337810987623519,-0.442534922483644
"2021-10-14",23.1834661608871,-0.63653282156621,-0.35611816524909,-0.202221406937771
"2021-10-15",51.2127840915473,-0.677244702384989,-0.384396975312423,-0.742523713106009
"2021-10-18",-7.56751229577182,-1.15787803344099,-0.682649299420949,-1.03224232372274
"2021-10-19",14.4437291992296,-0.918435994440259,-0.565876860287935,-1.10267741459175
"2021-10-20",22.4476639049166,-0.973921286468393,-0.579081098446866,-1.14122873483054
"2021-10-21",49.0454411792451,-0.674336230966588,-0.412263220520328,-1.56989557775468
"2021-10-22",83.8382011011877,-0.829682746796236,-0.485424193762318,-1.01347676494016
"2021-10-25",84.4270634763018,-0.839962474075165,-0.463564815013576,-0.862870469032818
"2021-10-26",61.4131134548109,-0.740176709963803,-0.431685680460157,-0.758474443745173
"2021-10-27",20.3974012881858,-0.75032640441566,-0.459787194668941,-0.340986086117839
"2021-10-28",26.3809518421791,-0.64041220142528,-0.427869583765428,-0.641602479665372
"2021-10-29",43.3647815510824,-0.73543443483209,-0.495932883817467,-0.582320566954198
"2021-11-01",30.3498959443599,-0.440393173755035,-0.338976954028862,-0.491137025335822
"2021-11-02",-8.66271737377527,-0.250288183314044,-0.237001448604742,-0.243148291456233
"2021-11-03",-39.6720833445489,-0.275119046588343,-0.265005881630779,-0.557050598944549
"2021-11-04",-14.6772233283544,-0.204885243197816,-0.212989669225791,0.160959919078374
"2021-11-05",-9.0771422867448,0.150413860960623,0.0240478820342554,0.770187359752786
"2021-11-08",-23.4708391143101,0.100778984681425,-0.0188924463852825,0.317535753686955
"2021-11-09",-28.8573089535042,0.166210784584035,-0.0318098829595114,0.787408813121378
"2021-11-10",-44.6355372448908,0.066709875629869,-0.0647036483541514,-0.16398988095666
"2021-11-11",26.3955024994411,-0.172723195924494,-0.167572950086012,-0.505357073044955
"2021-11-12",18.836855217928,-0.232087911397704,-0.180416968925986,-0.142989439854455
"2021-11-15",20.2895549381435,0.0486163192885457,-0.0682348163769894,-0.436283449199383
"2021-11-16",20.5546279013023,0.00439018214821885,-0.0660255293648845,-0.541335509791496
"2021-11-17",-0.366908038297553,-0.0747656569006301,-0.14878811661,-0.145841849998775
"2021-11-18",-31.0740435227803,0.0561494662451837,-0.101521559540359,-0.0152984744232879
"2021-11-19",18.0342309573435,-0.282863753405917,-0.269224778080966,0.178498672618453
"2021-11-22",16.7589377563876,-0.19680464405558,-0.216896650191937,-0.533446346865588
"2021-11-23",31.3010917739884,-0.265672416980648,-0.269535942546622,-0.682129544652926
"2021-11-24",45.4617009822875,0.0555337978928811,-0.0971413321620151,-0.533246712015399
"2021-11-25",26.4417604149064,-0.018185019542803,-0.114711384639812,-0.461893358258404
"2021-11-26",-5.15775368667648,0.248172087649528,0.0177553745726112,0.93823522773263
"2021-11-29",1.66412398916265,0.159606083923571,-0.0247395325550866,1.07354394800228
"2021-11-30",-17.4916391140296,0.096117831149008,-0.0871945913925721,0.584437316763856
"2021-12-01",-2.82407624058476,-0.0472918747793663,-0.189608277083145,0.986619404475537
"2021-12-02",10.2677865955844,-0.220622277698219,-0.316979028727384,0.561494040008956
"2021-12-03",39.9849245478408,-0.403872601895161,-0.399305207049473,1.37136464440876
"2021-12-06",51.1283085252933,0.0379580195379691,-0.116585041747212,0.775634406617708
"2021-12-07",79.6988929089137,-0.360129379545306,-0.278816597461639,0.477505948714801
"2021-12-08",135.297610945239,-0.408133780982347,-0.34599789064227,0.305181572161543
"2021-12-09",187.325362936523,-0.3260540177472,-0.283126822487104,0.524063381038428
"2021-12-10",189.582993258399,-0.173888754107975,-0.200201151172262,0.728053353274509
"2021-12-13",195.27126885377,-0.286636519554989,-0.192218517840854,1.26095325017335
"2021-12-14",187.19087829945,-0.0992957717000871,-0.0991764808807801,1.06016453209014
"2021-12-15",153.542429455111,-0.0668648496711969,-0.0410725192247144,1.06318813815491
"2021-12-16",165.526452803112,-0.244342051551019,-0.11790407080965,1.73872456926551
"2021-12-17",121.143415357685,-0.146725647783171,-0.12466855659485,1.79007388684031
"2021-12-20",112.193715710942,-0.179013807810225,-0.191363348802687,1.82653543357938
"2021-12-21",129.877702379191,-0.141204640424232,-0.167985768122595,1.53550781223998
"2021-12-22",117.995677502495,0.0667038195801745,-0.0395330561421622,1.60458887056197
"2021-12-23",153.947889534628,0.22971359577616,0.0689976149894352,1.42437582156834
"2021-12-24",146.534538154669,0.112826684164579,-0.0223909105352563,NA
"2021-12-27",154.955759405815,0.196044985791624,0.0413041829551524,1.60426521500712
"2021-12-28",174.211628759813,0.254370355065726,0.0500857203876425,1.67545301184983
"2021-12-29",106.102157635967,0.352804565358093,0.153956509615891,1.30983450992737
"2021-12-30",135.427285441401,0.566349284893552,0.312919337789999,1.64800431450778
"2021-12-31",140.386907724968,0.440006036061741,0.25697692842076,1.62745648942422
"2022-01-04",133.380864055274,0.448776107146076,0.256131875670454,0.822880807999764
"2022-01-05",130.208935970676,0.292660604549391,0.155386667477534,0.382538029845243
"2022-01-06",81.6708498752025,0.0766604491682797,0.0197436859058851,0.208448110977288
"2022-01-07",98.3662783497202,0.0907764409254113,0.0142052487889425,0.035002921421147
"2022-01-10",112.694860215682,0.225009348055071,0.128773665798754,0.0183942450362976
"2022-01-11",94.2561936338925,0.35935990126806,0.203451240735229,0.252513851214618
"2022-01-12",124.249830181622,0.298828738265432,0.183240224168613,0.26845350174439
"2022-01-13",64.2752824744636,0.288416348203503,0.183142782570745,0.722504854033612
"2022-01-14",22.332011768007,0.328123096714667,0.163161006669141,0.130259454523818
"2022-01-17",36.2194527490925,0.37794923021163,0.29329691148755,-0.0706914489982044
"2022-01-18",77.5370308735537,0.697894859474384,0.643552444605415,-0.489856662590009
"2022-01-19",81.6841566252519,0.882959939053448,0.758929432365263,-0.330344963089232
"2022-01-20",130.86020843757,0.838144135017889,0.78942943509076,0.282935075156629
"2022-01-21",136.864530978865,1.00844674845672,0.980053699394622,0.693575014347868
"2022-01-24",125.696414825162,1.12386673400406,1.09080314557117,0.745366299732581
"2022-01-25",54.9550939782347,1.13940262944207,0.976678288800647,0.829000089863577
"2022-01-26",76.0397504820135,0.860052507992063,0.787679193367651,0.00696723518824466
"2022-01-27",40.3495436641283,0.725813971892153,0.708805519838364,0.48225824347795
"2022-01-28",-47.5163985795217,1.02168426786927,0.990056603183822,0.895563619625114
"2022-02-07",31.441034968095,0.772660342627796,0.831431485383448,0.276427261006453
"2022-02-08",39.0209751653207,0.793738720549161,0.822928799166701,-0.0100601824827691
"2022-02-09",64.22253987418,0.714915606628181,0.714546833583126,0.219478876495287
"2022-02-10",74.4448308268154,0.676186877759633,0.716283537516193,-0.581767464488713
"2022-02-11",73.4869232084499,0.237548115321377,0.353136564484751,0.179888801413366
"2022-02-14",40.5478614317949,0.118994621182453,0.285103271924798,-0.120564078472125
"2022-02-15",55.2266595330483,0.11052159901918,0.287180871299861,-0.358237931176333
"2022-02-16",76.9223147875108,0.237124203320283,0.294366456223213,-0.173544533894847
"2022-02-17",82.6338016420351,-0.0362024571106459,0.0966570015991151,0.573904484257904
"2022-02-18",119.16006274687,-0.209463371487625,-0.0559506393474987,0.868697565903893
"2022-02-21",105.700006594756,-0.642663514060136,-0.348459653345795,1.17932291643644
"2022-02-22",59.452492422474,-0.610807772493852,-0.425873203997119,0.912168382162574
"2022-02-23",82.016335774667,-0.433900768803077,-0.238194310863611,0.676621321906407
"2022-02-24",28.1903276206953,-0.386946872518935,-0.200425817468778,1.03506871743876
"2022-02-25",41.5732250277088,-0.229950273815396,-0.132570468875736,1.09699727084125
"2022-02-28",53.1637734100696,-0.212915002918144,-0.104630927300074,2.28409325633974
"2022-03-01",100.160700997441,-0.460844995000569,-0.236609800157709,3.39334249470581
"2022-03-02",86.76271404373,-0.538744097225633,-0.313509651614607,2.20602986255832
"2022-03-03",77.5684774004375,-0.866615966261527,-0.545332948031746,2.61263883384541
"2022-03-04",51.5766200548465,-0.664464036081308,-0.4020820261776,3.58195197063109
"2022-03-07",-45.2142610694512,-0.582291382433729,-0.258758997402076,3.22335075501909
"2022-03-08",-88.805590368557,-0.475100806404969,-0.145365806850457,2.67741518847842
"2022-03-09",-107.798773548827,-0.722894868385261,-0.291904292707606,1.94402394007476
"2022-03-10",-77.3951796079437,-0.820675932377309,-0.353376233070074,1.6483545721379
"2022-03-11",-60.9961329839184,-0.253446063568142,0.0552167146272823,1.68088384341622
"2022-03-14",-152.602926122718,0.198793012089618,0.263873039021107,0.557287831294683
"2022-03-15",-315.616826256939,-0.273960326592201,-0.152408794076449,0.574241918348339
"2022-03-16",-162.639037539296,-0.121707782974833,-0.103630427927535,0.169421256792035
"2022-03-17",-111.870633659155,-0.104450947175333,-0.0247934427947816,0.467800761471932
"2022-03-18",-83.112621077482,0.0328086409983648,0.104100623895918,0.672255277202322
"2022-03-21",-103.765960012409,-0.124930515085867,-0.0669497550328828,-0.498240544572504
"2022-03-22",-92.2315763266519,-0.45766992562192,-0.262946149789529,-1.07511233029157
"2022-03-23",-72.5103529902375,-0.345411049162434,-0.188890102907894,-0.308285500441604
"2022-03-24",-80.2031348484053,-0.153155155077733,-0.089783048230838,-0.854085031100526
"2022-03-25",-123.310736773493,-0.090903369959055,-0.0306263415212925,-1.72823577091361
"2022-03-28",-114.433940485104,-0.0986567570894829,-0.0664213014297309,-1.57126221548206
"2022-03-29",-123.973476731144,-0.0864163421763,-0.092169233946761,-0.976988146023817
"2022-03-30",-38.7300289571014,0.155816889853944,0.0721285823927686,-0.461036694259728
"2022-03-31",-54.5042293628329,-0.0719580102042763,-0.0385290928468403,-0.398430588063508
"2022-04-01",-10.6966941387606,0.0502579440351586,0.0758564700836625,-0.804892364734396
"2022-04-06",-24.1080169454891,0.152463768702815,0.150284016859867,-1.90110708650089
"2022-04-07",-44.1387870219802,0.344658459154686,0.26475226180138,-2.15266045645986
"2022-04-08",-13.7895836419528,0.25684094772441,0.194259857106395,-2.37328902166021
"2022-04-11",-90.4609678338777,0.0840100242775795,0.0438053455351932,-2.68801207967649
"2022-04-12",-41.153494926229,-0.0188356274878169,-0.0166128104512628,-1.90944794705982
"2022-04-13",-43.267682854503,0.138302641399768,0.108003833500861,-1.50631382924606
"2022-04-14",0.595967456973634,0.15042348769778,0.162653728612288,-2.25992614238291
"2022-04-15",8.63697296899439,0.112525510994962,0.192335281459317,NA
"2022-04-18",-29.5451496039421,-0.305392751299023,-0.0679531686162124,-2.38890067996704
"2022-04-19",-55.3508871175847,-0.353332808288019,-0.113213361776192,-3.06535230133336
"2022-04-20",-83.3807142148871,-0.376296042838719,-0.198447010093411,-2.36719487834061
"2022-04-21",-113.235082658949,-0.304283691764325,-0.143655778842715,-3.06014101575507
"2022-04-22",-96.3144097465857,-0.452296836332339,-0.278841251269068,-2.70680233983925
"2022-04-25",-229.419065967928,-0.225336432031688,-0.169004951235806,-1.99458921191613
"2022-04-26",-224.549382000451,-0.283403247389859,-0.214148287344542,-1.03291087442786
"2022-04-27",-171.105593689131,-0.371497957789458,-0.284272598337054,-1.75927574532971
"2022-04-28",-131.487844059196,-0.489621121465452,-0.334379134434773,-1.70499181561522
"2022-04-29",-86.2962054077346,-0.267773143090657,-0.169469028352318,-2.46366634906479
"2022-05-05",-98.9306956799958,-0.120954224947985,-0.109543274585413,-2.6761644078859
"2022-05-06",-180.391297149895,-0.0741644586338815,-0.114602797578077,-3.18770837599567
"2022-05-09",-205.277951197359,0.0125961142528963,-0.0546484764935891,-2.29363432731323
"2022-05-10",-170.590524635826,0.124327482770147,0.055318856877037,-1.88454226716239
"2022-05-11",-149.72879942504,-0.013970369230898,-0.0447016066678362,-1.42913125277292
"2022-05-12",-166.492487009519,0.097702490708798,0.0702893008036461,-0.833699562378687
"2022-05-13",-134.281236941952,-0.0206539991768369,0.00529076570114312,-1.16064488346848
"2022-05-16",-161.294629953611,0.0309600589599154,0.0853019453795778,-0.753864558914034
"2022-05-17",-121.732191269421,0.0575445715041418,0.145321995006867,-1.56635545182219
"2022-05-18",-127.593379441557,0.169099432043344,0.225350034490511,-0.801314113683141
"2022-05-19",-125.277602702974,-0.224375489621495,-0.119614876332235,-0.349336448518808
"2022-05-20",-60.7842165446451,-0.332880393588398,-0.149573770774753,0.102081970881514
"2022-05-23",-97.3125246728776,-0.131415387207553,-0.054527632706457,-0.368954283872398
"2022-05-24",-135.061805668194,-0.0999804402297818,-0.064477384168964,0.534459316633866
