"","IH00C1_hpft","T00C1_hpft","TF00C1_hpft","TY00Y_hpft"
"2020-12-07",3528.55556838281,97.6116164032823,99.5909770845472,137.548736549787
"2020-12-08",3532.09775117156,97.6021002092982,99.5846790208266,137.504774917889
"2020-12-09",3535.59376829068,97.592865178588,99.5786170594501,137.460447021828
"2020-12-10",3539.04232573606,97.5839099856605,99.5727886034723,137.415757734555
"2020-12-11",3542.44210371257,97.5752332666384,99.5671909883138,137.370712003491
"2020-12-14",3545.79175016553,97.56683364156,99.5618215110408,137.325314959442
"2020-12-15",3549.08986565175,97.5587095815581,99.5566773686073,137.27957200623
"2020-12-16",3552.3350182415,97.5508594143976,99.5517556580081,137.23348885885
"2020-12-17",3555.52574422167,97.5432813857062,99.5470534486763,137.187071510707
"2020-12-18",3558.66055295509,97.5359736560171,99.5425678134528,137.140326239765
"2020-12-21",3561.73794986698,97.5289342522317,99.5382957705928,137.093259582519
"2020-12-22",3564.75641828414,97.52216100657,99.534234240151,137.045878327474
"2020-12-23",3567.71442643011,97.5156516442191,99.5303801428856,136.998189560443
"2020-12-24",3570.61040360802,97.5094039349422,99.5267304742771,136.950200755187
"2020-12-25",3573.44274922877,97.5034157433056,99.5232823371221,NA
"2020-12-28",3576.20983103599,97.4976849733916,99.5200328934385,136.901919722067
"2020-12-29",3578.90999559142,97.4922096746134,99.5169794320298,136.853354666616
"2020-12-30",3581.54157035566,97.4869880544172,99.5141193408917,136.804514235334
"2020-12-31",3584.10286050493,97.4820185384176,99.5114501415442,136.755407503475
"2021-01-04",3586.59216884223,97.4772998510923,99.508969548083,136.70604402752
"2021-01-05",3589.00782416959,97.4728309289655,99.5066754000792,136.656433891312
"2021-01-06",3591.34817860572,97.4686108584866,99.5045656388027,136.606587778128
"2021-01-07",3593.6116210551,97.4646389729503,99.5026383598416,136.556516855569
"2021-01-08",3595.79659938912,97.46091486871,99.5008918243068,136.506232557193
"2021-01-11",3597.9016543973,97.4574384150855,99.4993244720306,136.455746454657
"2021-01-12",3599.92540739321,97.4542096794309,99.4979348912858,136.405070149323
"2021-01-13",3601.86655182101,97.451228885169,99.4967217987659,136.354215183341
"2021-01-14",3603.72391227322,97.4484964668634,99.495684106298,136.30319310582
"2021-01-15",3605.49642715443,97.4460131024512,99.4948209688782,136.252015655304
"2021-01-18",3607.18312137512,97.4437797805113,99.4941317809699,136.200694671073
"2021-01-19",3608.78310677728,97.4417976855496,99.4936160838525,136.149242269316
"2021-01-20",3610.29559656532,97.4400681596531,99.4932735204378,136.097670844947
"2021-01-21",3611.71988753244,97.4385927177768,99.4931038458167,136.045993125166
"2021-01-22",3613.05535943454,97.4373730939281,99.4931069811376,135.994222223056
"2021-01-25",3614.3014909364,97.4364113306494,99.493283071547,135.942371600825
"2021-01-26",3615.45785649696,97.4357098477268,99.4936325068561,135.890455149327
"2021-01-27",3616.52414486837,97.4352714363857,99.4941558904661,135.838487370993
"2021-01-28",3617.50012430898,97.4350990901053,99.4948539152162,135.786483388355
"2021-01-29",3618.38564321793,97.4351960233994,99.4957273921019,135.734459010745
"2021-02-01",3619.18060137504,97.4355655520149,99.4967771569801,135.682430665353
"2021-02-02",3619.88494031532,97.4362111197582,99.4980040826099,135.630415392894
"2021-02-03",3620.49865192885,97.4371363231459,99.4994091174873,135.578430849769
"2021-02-04",3621.02178470083,97.438344888401,99.5009932770711,135.526495258511
"2021-02-05",3621.45444990673,97.4398405305311,99.5027575439947,135.474627325931
"2021-02-08",3621.79682916654,97.441626878421,99.504702832278,135.422846283977
"2021-02-09",3622.04919476922,97.4437074762841,99.5068299824619,135.371171872396
"2021-02-10",3622.21192102181,97.4460857994557,99.509139767006,135.319624321409
"2021-02-18",3622.28551365958,97.448765274203,99.5116329162779,135.014210678955
"2021-02-19",3622.27064301273,97.4517492002696,99.5143100721282,134.964165805262
"2021-02-22",3622.16813761045,97.455040594757,99.5171717351899,134.914428710011
"2021-02-23",3621.97898294671,97.4586421557567,99.5202183671124,134.865023569683
"2021-02-24",3621.7042694392,97.4625562299892,99.5234502839711,134.815974731752
"2021-02-25",3621.34519688942,97.4667848257799,99.5268676860111,134.767306825552
"2021-02-26",3620.90303805485,97.471329642445,99.5304706769781,134.719044659827
"2021-03-01",3620.37916136751,97.4761920416747,99.5342592627057,134.671212545302
"2021-03-02",3619.77499068926,97.4813729567818,99.5382332958909,134.623834146684
"2021-03-03",3619.09201685518,97.4868730457028,99.5423925158619,134.576932612266
"2021-03-04",3618.33176774774,97.49269271159,99.5467365510707,134.530530709745
"2021-03-05",3617.49584999762,97.4988320819372,99.5512648987719,134.484650529141
"2021-03-08",3616.58590622604,97.5052909565706,99.5559768922248,134.439313230696
"2021-03-09",3615.60360894181,97.5120689477203,99.5608717835613,134.394539044485
"2021-03-10",3614.55060461802,97.5191655228213,99.5659487625051,134.35034713415
"2021-03-11",3613.42849607536,97.5265799665739,99.5712069171464,134.306755841438
"2021-03-12",3612.23884994451,97.5343114214155,99.5766452587116,134.263782756129
"2021-03-15",3610.98323681289,97.5423587976481,99.5822626821877,134.221444721166
"2021-03-16",3609.66322973181,97.5507207392414,99.5880579413392,134.179757579126
"2021-03-17",3608.28038249699,97.5593955605683,99.5940296091832,134.138736228493
"2021-03-18",3606.83623994959,97.5683812677523,99.6001760900638,134.098394627956
"2021-03-19",3605.33233358724,97.5776755943473,99.6064956461149,134.058745832749
"2021-03-22",3603.77019365259,97.5872759542248,99.6129863699216,134.019801765918
"2021-03-23",3602.15131189094,97.5971795493355,99.6196462542437,133.981573176547
"2021-03-24",3600.47714136948,97.6073833884768,99.6264732162023,133.944069752746
"2021-03-25",3598.74909342642,97.6178843245352,99.6334651048602,133.907300376424
"2021-03-26",3596.96852215881,97.6286791742779,99.6406197562698,133.871273177555
"2021-03-29",3595.13672257441,97.6397647346766,99.6479350050517,133.835995484777
"2021-03-30",3593.25495621183,97.6511377247116,99.6554086442349,133.801473698207
"2021-03-31",3591.32445214586,97.6627947725219,99.663038416031,133.767713207135
"2021-04-01",3589.34642413411,97.6747323734995,99.6708219756777,133.734718372008
"2021-04-02",3587.32205744378,97.6869469495443,99.6787569440875,133.702492389826
"2021-04-06",3585.2525305022,97.699434808993,99.6868408839633,133.640354908474
"2021-04-07",3583.13902854813,97.7121921519035,99.6950713047847,133.610444694979
"2021-04-08",3580.98273117703,97.7252150318252,99.7034456387991,133.581306209201
"2021-04-09",3578.78480031755,97.7384992885202,99.7119611818156,133.552937965663
"2021-04-12",3576.54639054781,97.7520405095126,99.7206150773423,133.525337851075
"2021-04-13",3574.26862726903,97.7658340617995,99.7294043399355,133.498503019784
"2021-04-14",3571.95259721408,97.7798751916605,99.7383259177598,133.472429866443
"2021-04-15",3569.59934318869,97.7941591615637,99.747376798495,133.447114211509
"2021-04-16",3567.20986635133,97.8086812381637,99.7565540035815,133.422551240961
"2021-04-19",3564.78511280145,97.8234366491929,99.7658545596779,133.398735704059
"2021-04-20",3562.32597803905,97.8384206125946,99.7752755072679,133.375661891209
"2021-04-21",3559.83333384351,97.8536283634931,99.7848139133504,133.353323592143
"2021-04-22",3557.3080254044,97.8690551541999,99.7944668820127,133.331714266913
"2021-04-23",3554.75087301327,97.8846962851296,99.8042315814898,133.310827048675
"2021-04-26",3552.1626633522,97.9005470632881,99.8141052215732,133.290654784908
"2021-04-27",3549.54416691984,97.9166028082072,99.8240850557747,133.271189968538
"2021-04-28",3546.89611363843,97.932858746187,99.8341683235085,133.252424714001
"2021-04-29",3544.21919922697,97.9493099643893,99.8443522356314,133.234350616717
"2021-04-30",3541.51408646138,97.9659514289205,99.8546340033445,133.216958825463
"2021-05-06",3538.78142744493,97.9827779759627,99.86501084225,133.154020852003
"2021-05-07",3536.02184992817,97.9997844619739,99.8754800383726,133.139892024483
"2021-05-10",3533.23594314422,98.0169657815321,99.886038964538,133.126383879373
"2021-05-11",3530.42423943889,98.0343168065702,99.8966850719119,133.11348527183
"2021-05-12",3527.58721608352,98.0518323978743,99.9074159145705,133.101184836822
"2021-05-13",3524.72531024358,98.0695074888506,99.9182292071038,133.089470936335
"2021-05-14",3521.83892569034,98.0873370968875,99.9291227953782,133.078331444893
"2021-05-17",3518.92842042573,98.1053163346487,99.9400946375994,133.067753877073
"2021-05-18",3515.99414706186,98.1234404233727,99.9511428060094,133.057725482561
"2021-05-19",3513.03646708633,98.1417046523717,99.9622654596167,133.048233179462
"2021-05-20",3510.05575025639,98.160104350871,99.9734608334291,133.039263623061
"2021-05-21",3507.0523655701,98.1786350003354,99.9847272917264,133.030803067623
"2021-05-24",3504.02668621883,98.1972921917262,99.9960633813024,133.022837550958
"2021-05-25",3500.97906635773,98.2160716943138,100.007467719335,133.015352891459
"2021-05-26",3497.90985021024,98.2349693962959,100.018938951498,133.008334749517
"2021-05-27",3494.81943946548,98.2539812866995,100.030475755515,133.001768772729
"2021-05-28",3491.70829868052,98.273103488907,100.04207684468,132.99564054713
"2021-05-31",3488.57696217958,98.2923321701245,100.053740923828,132.989935515909
"2021-06-01",3485.42603004895,98.3116634942079,100.065466663863,132.984638633195
"2021-06-02",3482.25616587649,98.3310936612522,100.077252719677,132.979734379305
"2021-06-03",3479.06809623539,98.3506189099332,100.089097733568,132.975206756493
"2021-06-04",3475.86260132964,98.3702354247384,100.101000276632,132.971039342643
"2021-06-07",3472.64050308447,98.3899393671648,100.112958872799,132.967215144578
"2021-06-08",3469.40267581324,98.4097267539356,100.124971921582,132.963716851686
"2021-06-09",3466.15004374647,98.4295933641176,100.137037643522,132.960526798771
"2021-06-10",3462.8835738549,98.4495347495426,100.149154085564,132.957627083732
"2021-06-11",3459.60428141043,98.4695461893929,100.161319109863,132.954999704506
"2021-06-15",3456.31323910736,98.489622727428,100.173530419781,132.950490201815
"2021-06-16",3453.0115646118,98.5097590851745,100.185785511455,132.948571998051
"2021-06-17",3449.70040265944,98.5299496825622,100.198081685283,132.946853829295
"2021-06-18",3446.38091236611,98.5501886337345,100.210416044994,132.945316873703
"2021-06-21",3443.05426363617,98.5704696994326,100.222785463627,132.943941924488
"2021-06-22",3439.72162654722,98.5907864171057,100.235186642505,132.942709545566
"2021-06-23",3436.38415726553,98.6111322062011,100.247616180527,132.941599975231
"2021-06-24",3433.04300868287,98.6315003701006,100.26007056904,132.94059321711
"2021-06-25",3429.69933444164,98.6518840980437,100.272546205305,132.939668950176
"2021-06-28",3426.35430081526,98.6722764525753,100.285039395613,132.938806509821
"2021-06-29",3423.00911016372,98.6926703445848,100.297546354267,132.93798481718
"2021-06-30",3419.66499454515,98.7130584752743,100.310063163274,132.937182508664
"2021-07-01",3416.32320420174,98.7334333917986,100.322585802317,132.936377949194
"2021-07-02",3412.98501489445,98.7537875201743,100.335110174584,132.935549251923
"2021-07-05",3409.65172531611,98.7741131134541,100.347632064382,132.934674297951
"2021-07-06",3406.32462126892,98.7944022660486,100.360147148503,132.933730898129
"2021-07-07",3403.00497935715,98.8146469156581,100.372650995174,132.932696761135
"2021-07-08",3399.69407381868,98.8348387873499,100.385139040289,132.931549771603
"2021-07-09",3396.39318310561,98.8549695484667,100.39760666284,132.9302680745
"2021-07-12",3393.10357017154,98.8750309614907,100.410049266566,132.928830178946
"2021-07-13",3389.82647879295,98.8950148509206,100.422462245859,132.927214784339
"2021-07-14",3386.56314625515,98.9149132458555,100.434841100498,132.925400787407
"2021-07-15",3383.31481032846,98.9347183944689,100.447181453252,132.923367108514
"2021-07-16",3380.08268846118,98.9544228301884,100.459479084033,132.921092905539
"2021-07-19",3376.86800904954,98.9740192126332,100.471729858657,132.918557690956
"2021-07-20",3373.6719997115,98.9935003814715,100.483929765096,132.915741358609
"2021-07-21",3370.49589101313,99.0128593338548,100.496074912547,132.912624488328
"2021-07-22",3367.34091274665,99.032089284568,100.508161561528,132.909188327709
"2021-07-23",3364.20829896365,99.0511837262315,100.52018616019,132.905414586723
"2021-07-26",3361.09929208997,99.0701363820846,100.532145312453,132.901285477908
"2021-07-27",3358.01512826492,99.0889412580274,100.544035828841,132.896783743765
"2021-07-28",3354.95698546846,99.1075927153937,100.555854764941,132.891892619691
"2021-07-29",3351.92594197181,99.1260853267686,100.567599302813,132.886595958565
"2021-07-30",3348.92299041596,99.1444139220152,100.579266758504,132.880878265057
"2021-08-02",3345.94904832361,99.1625736323002,100.590854620599,132.874724588025
"2021-08-03",3343.00493883789,99.1805600891988,100.602360659071,132.868120671445
"2021-08-04",3340.09142344979,99.1983694750569,100.61378295976,132.861053111958
"2021-08-05",3337.20921123421,99.215998447353,100.625119888613,132.853509393888
"2021-08-06",3334.35895666474,99.2334441189349,100.636370070432,132.84547780176
"2021-08-09",3331.54125667145,99.2507041540738,100.647532437921,132.836947268408
"2021-08-10",3328.75664727229,99.2677767343832,100.658606206372,132.827907184514
"2021-08-11",3326.00561523686,99.2846603264041,100.669590736769,132.81834731173
"2021-08-12",3323.28862618867,99.3013536683467,100.680485539484,132.808257689525
"2021-08-13",3320.60611053076,99.3178557114424,100.691290255266,132.797628684356
"2021-08-16",3317.95845324252,99.3341656998482,100.702004696207,132.786450955068
"2021-08-17",3315.34599449267,99.3502831162898,100.712628830945,132.774715696248
"2021-08-18",3312.76903428847,99.3662076381161,100.723162757493,132.76241469452
"2021-08-19",3310.22780023894,99.3819391802414,100.733606727792,132.74954033339
"2021-08-20",3307.72246689054,99.3974780456386,100.743961228088,132.736085611275
"2021-08-23",3305.25313809351,99.4128248464992,100.754226877478,132.722044166205
"2021-08-24",3302.8198157132,99.4279804420062,100.764404388497,132.70741022323
"2021-08-25",3300.4224132992,99.4429458699863,100.774494529799,132.692178626057
"2021-08-26",3298.06077701536,99.4577224026497,100.784498152959,132.676344720416
"2021-08-27",3295.73468902802,99.4723115900061,100.794416223435,132.659904231175
"2021-08-30",3293.44384161418,99.4867150946143,100.80424974616,132.642853223673
"2021-08-31",3291.18785159809,99.5009347558224,100.813999817249,132.625188271965
"2021-09-01",3288.96625774375,99.5149726664851,100.823667661267,132.606906575666
"2021-09-02",3286.77851763623,99.5288311236844,100.833254625136,132.588005650782
"2021-09-03",3284.62403935402,99.5425128151384,100.842762269207,132.568483382484
"2021-09-06",3282.5021812161,99.5560207638701,100.85219233023,132.548338065209
"2021-09-07",3280.41225622718,99.5693582956828,100.861546698825,132.52756832678
"2021-09-08",3278.35354634771,99.5825290025749,100.870827401114,132.506173085053
"2021-09-09",3276.32531989229,99.5955366380211,100.880036541117,132.484151446724
"2021-09-10",3274.32681725159,99.6083851115266,100.88917629485,132.461502806565
"2021-09-13",3272.35724858916,99.621078450183,100.898248894119,132.438226966331
"2021-09-14",3270.41581657572,99.6336208367591,100.907256633073,132.414324008477
"2021-09-15",3268.50171174683,99.6460164494438,100.91620177145,132.389794357468
"2021-09-16",3266.61409098404,99.6582694752634,100.925086543254,132.364638905929
"2021-09-17",3264.7520621024,99.6703840326204,100.933913132386,132.338858966625
"2021-09-22",3262.91467570217,99.6823642261646,100.942683689648,132.257789353504
"2021-09-23",3261.10094247275,99.6942142079235,100.951400374553,132.229530114627
"2021-09-24",3259.30981601262,99.7059382488217,100.960065411645,132.200657411819
"2021-09-27",3257.5401949843,99.7175407813185,100.968681115828,132.171174150065
"2021-09-28",3255.79093468479,99.7290263222247,100.977249855716,132.141083190134
"2021-09-29",3254.06087150392,99.7403994245028,100.985774029403,132.110387212254
"2021-09-30",3252.3488239782,99.7516646353174,100.994256027852,132.079088612267
"2021-10-08",3250.65359565532,99.7628265864073,101.002698287176,131.87876372888
"2021-10-11",3248.97396530253,99.7738899542922,101.011103274799,131.843306970491
"2021-10-12",3247.30871571584,99.7848593089168,101.019473413623,131.807263693418
"2021-10-13",3245.65663945732,99.7957389313331,101.027810987624,131.770634922484
"2021-10-14",3244.01653383911,99.8065328215662,101.036118165249,131.733421406938
"2021-10-15",3242.38721590845,99.817244702385,101.044396975312,131.695623713106
"2021-10-18",3240.76751229577,99.827878033441,101.052649299421,131.657242323723
"2021-10-19",3239.15627080077,99.8384359944403,101.060876860288,131.618277414592
"2021-10-20",3237.55233609508,99.8489212864684,101.069081098447,131.578728734831
"2021-10-21",3235.95455882075,99.8593362309666,101.07726322052,131.538595577755
"2021-10-22",3234.36179889881,99.8696827467962,101.085424193762,131.49787676494
"2021-10-25",3232.7729365237,99.8799624740752,101.093564815014,131.456570469033
"2021-10-26",3231.18688654519,99.8901767099638,101.10168568046,131.414674443745
"2021-10-27",3229.60259871181,99.9003264044157,101.109787194669,131.372186086118
"2021-10-28",3228.01904815782,99.9104122014253,101.117869583765,131.329102479665
"2021-10-29",3226.43521844892,99.9204344348321,101.125932883817,131.285420566954
"2021-11-01",3224.85010405564,99.930393173755,101.133976954029,131.241137025336
"2021-11-02",3223.26271737378,99.940288183314,101.142001448605,131.196248291456
"2021-11-03",3221.67208334455,99.9501190465883,101.150005881631,131.150750598945
"2021-11-04",3220.07722332835,99.9598852431978,101.157989669226,131.104640080922
"2021-11-05",3218.47714228674,99.9695861390394,101.165952117966,131.057912640247
"2021-11-08",3216.87083911431,99.9792210153186,101.173892446385,131.010564246313
"2021-11-09",3215.2573089535,99.988789215416,101.18180988296,130.962591186879
"2021-11-10",3213.63553724489,99.9982901243701,101.189703648354,130.913989880957
"2021-11-11",3212.00449750056,100.007723195924,101.197572950086,130.864757073045
"2021-11-12",3210.36314478207,100.017087911398,101.205416968926,130.814889439854
"2021-11-15",3208.71044506186,100.026383680711,101.213234816377,130.764383449199
"2021-11-16",3207.0453720987,100.035609817852,101.221025529365,130.713235509792
"2021-11-17",3205.3669080383,100.044765656901,101.22878811661,130.661441849999
"2021-11-18",3203.67404352278,100.053850533755,101.23652155954,130.608998474423
"2021-11-19",3201.96576904266,100.062863753406,101.244224778081,130.555901327382
"2021-11-22",3200.24106224361,100.071804644056,101.251896650192,130.502146346866
"2021-11-23",3198.49890822601,100.080672416981,101.259535942547,130.447729544653
"2021-11-24",3196.73829901771,100.089466202107,101.267141332162,130.392646712015
"2021-11-25",3194.95823958509,100.098185019543,101.27471138464,130.336893358258
"2021-11-26",3193.15775368668,100.10682791235,101.282244625427,130.280464772267
"2021-11-29",3191.33587601084,100.115393916076,101.289739532555,130.223356051998
"2021-11-30",3189.49163911403,100.123882168851,101.297194591393,130.165562683236
"2021-12-01",3187.62407624059,100.132291874779,101.304608277083,130.107080595524
"2021-12-02",3185.73221340442,100.140622277698,101.311979028727,130.047905959991
"2021-12-03",3183.81507545216,100.148872601895,101.319305207049,129.988035355591
"2021-12-06",3181.87169147471,100.157041980462,101.326585041747,129.927465593382
"2021-12-07",3179.90110709109,100.165129379545,101.333816597462,129.866194051285
"2021-12-08",3177.90238905476,100.173133780982,101.340997890642,129.804218427838
"2021-12-09",3175.87463706348,100.181054017747,101.348126822487,129.741536618962
"2021-12-10",3173.8170067416,100.188888754108,101.355201151172,129.678146646726
"2021-12-13",3171.72873114623,100.196636519555,101.362218517841,129.614046749827
"2021-12-14",3169.60912170055,100.2042957717,101.369176480881,129.54923546791
"2021-12-15",3167.45757054489,100.211864849671,101.376072519225,129.483711861845
"2021-12-16",3165.27354719689,100.219342051551,101.38290407081,129.417475430734
"2021-12-17",3163.05658464231,100.226725647783,101.389668556595,129.35052611316
"2021-12-20",3160.80628428906,100.23401380781,101.396363348803,129.282864566421
"2021-12-21",3158.52229762081,100.241204640424,101.402985768123,129.21449218776
"2021-12-22",3156.20432249751,100.24829618042,101.409533056142,129.145411129438
"2021-12-23",3153.85211046537,100.255286404224,101.416002385011,129.075624178432
"2021-12-24",3151.46546184533,100.262173315835,101.422390910535,NA
"2021-12-27",3149.04424059418,100.268955014208,101.428695817045,129.005134784993
"2021-12-28",3146.58837124019,100.275629644934,101.434914279612,128.93394698815
"2021-12-29",3144.09784236403,100.282195434642,101.441043490384,128.862065490073
"2021-12-30",3141.5727145586,100.288650715106,101.44708066221,128.789495685492
"2021-12-31",3139.01309227503,100.294993963938,101.453023071579,128.716243510576
"2022-01-04",3136.41913594473,100.301223892854,101.45886812433,128.567719192
"2022-01-05",3133.79106402932,100.307339395451,101.464613332522,128.492461970155
"2022-01-06",3131.1291501248,100.313339550832,101.470256314094,128.416551889023
"2022-01-07",3128.43372165028,100.319223559075,101.475794751211,128.339997078579
"2022-01-10",3125.70513978432,100.324990651945,101.481226334201,128.262805754964
"2022-01-11",3122.94380636611,100.330640098732,101.486548759265,128.184986148785
"2022-01-12",3120.15016981838,100.336171261735,101.491759775831,128.106546498256
"2022-01-13",3117.32471752554,100.341583651796,101.496857217429,128.027495145966
"2022-01-14",3114.46798823199,100.346876903285,101.501838993331,127.947840545476
"2022-01-17",3111.58054725091,100.352050769788,101.506703088512,127.867591448998
"2022-01-18",3108.66296912645,100.357105140526,101.511447555395,127.78675666259
"2022-01-19",3105.71584337475,100.362040060947,101.516070567635,127.705344963089
"2022-01-20",3102.73979156243,100.366855864982,101.520570564909,127.623364924843
"2022-01-21",3099.73546902114,100.371553251543,101.524946300605,127.540824985652
"2022-01-24",3096.70358517484,100.376133265996,101.529196854429,127.457733700267
"2022-01-25",3093.64490602177,100.380597370558,101.533321711199,127.374099910136
"2022-01-26",3090.56024951799,100.384947492008,101.537320806632,127.289932764812
"2022-01-27",3087.45045633587,100.389186028108,101.541194480162,127.205241756522
"2022-01-28",3084.31639857952,100.393315732131,101.544943396816,127.120036380375
"2022-02-07",3081.15896503191,100.397339657372,101.548568514617,126.598572738994
"2022-02-08",3077.97902483468,100.401261279451,101.552071200833,126.510060182483
"2022-02-09",3074.77746012582,100.405084393372,101.555453166417,126.421121123505
"2022-02-10",3071.55516917318,100.40881312224,101.558716462484,126.331767464489
"2022-02-11",3068.31307679155,100.412451884679,101.561863435515,126.242011198587
"2022-02-14",3065.05213856821,100.416005378818,101.564896728075,126.151864078472
"2022-02-15",3061.77334046695,100.419478400981,101.5678191287,126.061337931176
"2022-02-16",3058.47768521249,100.42287579668,101.570633543777,125.970444533895
"2022-02-17",3055.16619835797,100.426202457111,101.573342998401,125.879195515742
"2022-02-18",3051.83993725313,100.429463371488,101.575950639347,125.787602434096
"2022-02-21",3048.49999340524,100.43266351406,101.578459653346,125.695677083564
"2022-02-22",3045.14750757753,100.435807772494,101.580873203997,125.603431617837
"2022-02-23",3041.78366422533,100.438900768803,101.583194310864,125.510878678094
"2022-02-24",3038.4096723793,100.441946872519,101.585425817469,125.418031282561
"2022-02-25",3035.02677497229,100.444950273815,101.587570468876,125.324902729159
"2022-02-28",3031.63622658993,100.447915002918,101.5896309273,125.23150674366
"2022-03-01",3028.23929900256,100.450844995001,101.591609800158,125.137857505294
"2022-03-02",3024.83728595627,100.453744097226,101.593509651615,125.043970137442
"2022-03-03",3021.43152259956,100.456615966262,101.595332948032,124.949861166155
"2022-03-04",3018.02337994515,100.459464036081,101.597082026178,124.855548029369
"2022-03-07",3014.61426106945,100.462291382434,101.598758997402,124.761049244981
"2022-03-08",3011.20559036856,100.465100806405,101.60036580685,124.666384811522
"2022-03-09",3007.79877354883,100.467894868385,101.601904292708,124.571576059925
"2022-03-10",3004.39517960794,100.470675932377,101.60337623307,124.476645427862
"2022-03-11",3000.99613298392,100.473446063568,101.604783285373,124.381616156584
"2022-03-14",2997.60292612272,100.47620698791,101.606126960979,124.286512168705
"2022-03-15",2994.21682625694,100.478960326592,101.607408794076,124.191358081652
"2022-03-16",2990.8390375393,100.481707782975,101.608630427928,124.096178743208
"2022-03-17",2987.47063365916,100.484450947175,101.609793442795,124.000999238528
"2022-03-18",2984.11262107748,100.487191359002,101.610899376104,123.905844722798
"2022-03-21",2980.76596001241,100.489930515086,101.611949755033,123.810740544573
"2022-03-22",2977.43157632665,100.492669925622,101.61294614979,123.715712330292
"2022-03-23",2974.11035299024,100.495411049162,101.613890102908,123.620785500442
"2022-03-24",2970.80313484841,100.498155155078,101.614783048231,123.525985031101
"2022-03-25",2967.51073677349,100.500903369959,101.615626341521,123.431335770914
"2022-03-28",2964.2339404851,100.503656757089,101.61642130143,123.336862215482
"2022-03-29",2960.97347673114,100.506416342176,101.617169233947,123.242588146024
"2022-03-30",2957.7300289571,100.509183110146,101.617871417607,123.14853669426
"2022-03-31",2954.50422936283,100.511958010204,101.618529092847,123.054730588064
"2022-04-01",2951.29669413876,100.514742055965,101.619143529916,122.961192364734
"2022-04-06",2948.10801694549,100.517536231297,101.61971598314,122.682407086501
"2022-04-07",2944.93878702198,100.520341540845,101.620247738199,122.59016045646
"2022-04-08",2941.78958364195,100.523159052276,101.620740142894,122.49828902166
"2022-04-11",2938.66096783388,100.525989975722,101.621194654465,122.406812079676
"2022-04-12",2935.55349492623,100.528835627488,101.621612810451,122.31574794706
"2022-04-13",2932.4676828545,100.5316973586,101.621996166499,122.225113829246
"2022-04-14",2929.40403254303,100.534576512302,101.622346271388,122.134926142383
"2022-04-15",2926.36302703101,100.537474489005,101.622664718541,NA
"2022-04-18",2923.34514960394,100.540392751299,101.622953168616,122.045200679967
"2022-04-19",2920.35088711758,100.543332808288,101.623213361776,121.955952301333
"2022-04-20",2917.38071421489,100.546296042839,101.623447010093,121.867194878341
"2022-04-21",2914.43508265895,100.549283691764,101.623655778843,121.778941015755
"2022-04-22",2911.51440974659,100.552296836332,101.623841251269,121.691202339839
"2022-04-25",2908.61906596793,100.555336432032,101.624004951236,121.603989211916
"2022-04-26",2905.74938200045,100.55840324739,101.624148287345,121.517310874428
"2022-04-27",2902.90559368913,100.561497957789,101.624272598337,121.43117574533
"2022-04-28",2900.0878440592,100.564621121465,101.624379134435,121.345591815615
"2022-04-29",2897.29620540773,100.567773143091,101.624469028352,121.260566349065
"2022-05-05",2894.53069568,100.570954224948,101.624543274585,120.926164407886
"2022-05-06",2891.79129714989,100.574164458634,101.624602797578,120.844008375996
"2022-05-09",2889.07795119736,100.577403885747,101.624648476494,120.762434327313
"2022-05-10",2886.39052463583,100.58067251723,101.624681143123,120.681442267162
"2022-05-11",2883.72879942504,100.583970369231,101.624701606668,120.601031252773
"2022-05-12",2881.09248700952,100.587297509291,101.624710699196,120.521199562379
"2022-05-13",2878.48123694195,100.590653999177,101.624709234299,120.441944883468
"2022-05-16",2875.89462995361,100.59403994104,101.62469805462,120.363264558914
"2022-05-17",2873.33219126942,100.597455428496,101.624678004993,120.285155451822
"2022-05-18",2870.79337944156,100.600900567957,101.624649965509,120.207614113683
"2022-05-19",2868.27760270297,100.604375489621,101.624614876332,120.130636448519
"2022-05-20",2865.78421654465,100.607880393588,101.624573770775,120.054218029118
"2022-05-23",2863.31252467288,100.611415387208,101.624527632706,119.978354283872
"2022-05-24",2860.86180566819,100.61498044023,101.624477384169,119.903040683366
"2022-05-25",2858.43129788601,100.618575468084,101.624423924664,119.828272545674
"2022-05-26",2856.0201838527,100.622200344871,101.624368127042,119.754045409793
"2022-05-27",2853.62759383291,100.625854937015,101.624310849923,119.680355137612
"2022-05-30",2851.25260475963,100.629539252636,101.624253041061,119.607197951032
"2022-05-31",2848.89425097836,100.633253442114,101.6241957415,119.534570436599
"2022-06-01",2846.55153018914,100.63699771182,101.624140029797,119.462469201156
"2022-06-02",2844.22341880641,100.640772221312,101.624086931102,119.390890798525
"2022-06-06",2841.90886771899,100.64457705285,101.624037394451,119.249287380357
"2022-06-07",2839.60680217769,100.648412182969,101.623992274184,119.179254202105
"2022-06-08",2837.31613589694,100.652277431302,101.623952284496,119.109727215137
"2022-06-09",2835.03578085222,100.656172527197,101.623918036661,119.040701329494
"2022-06-10",2832.76466285993,100.660097087456,101.623890030775,118.972171022335
"2022-06-13",2830.50171805565,100.664050660191,101.623868699181,118.904130288965
"2022-06-14",2828.24590689515,100.668032692201,101.623854383739,118.836572225521
"2022-06-15",2825.99619342968,100.672042502536,101.623847308969,118.769488430605
"2022-06-16",2823.75156508771,100.676079278783,101.623847584125,118.702868684421
